,name,type,count,amount,year,quarter,state,quarter_year
309,Financial Services,TOTAL,340458,442783619.1,2022,3,telangana,Q3 2022
310,Others,TOTAL,800064,621900924.4,2022,3,telangana,Q3 2022
311,Merchant payments,TOTAL,1002521735,4.92E+11,2022,4,telangana,Q4 2022
312,Peer-to-peer payments,TOTAL,694612831,2.39E+12,2022,4,telangana,Q4 2022
313,Recharge & bill payments,TOTAL,121188131,92136759501,2022,4,telangana,Q4 2022
314,Financial Services,TOTAL,401838,498719426,2022,4,telangana,Q4 2022
315,Others,TOTAL,782297,680680558.3,2022,4,telangana,Q4 2022
316,Peer-to-peer payments,TOTAL,127067,619919870.7,2019,1,manipur,Q1 2019
317,Recharge & bill payments,TOTAL,120000,22106830.37,2019,1,manipur,Q1 2019
318,Merchant payments,TOTAL,15190,14580183.38,2019,1,manipur,Q1 2019
319,Financial Services,TOTAL,800,174777.1728,2019,1,manipur,Q1 2019
320,Others,TOTAL,2352,3116398.756,2019,1,manipur,Q1 2019
321,Peer-to-peer payments,TOTAL,120153,679785849.1,2019,2,manipur,Q2 2019
322,Recharge & bill payments,TOTAL,116500,23573234.27,2019,2,manipur,Q2 2019
323,Merchant payments,TOTAL,18044,15996651.15,2019,2,manipur,Q2 2019
324,Financial Services,TOTAL,387,91955.01538,2019,2,manipur,Q2 2019
325,Others,TOTAL,2341,3342252.575,2019,2,manipur,Q2 2019
326,Recharge & bill payments,TOTAL,180057,36634657.05,2019,3,manipur,Q3 2019
327,Peer-to-peer payments,TOTAL,144965,803335616.6,2019,3,manipur,Q3 2019
328,Merchant payments,TOTAL,17683,20490224.44,2019,3,manipur,Q3 2019
329,Financial Services,TOTAL,358,367865.7885,2019,3,manipur,Q3 2019
330,Others,TOTAL,1945,2723638.65,2019,3,manipur,Q3 2019
331,Recharge & bill payments,TOTAL,212136,44202546.57,2019,4,manipur,Q4 2019
332,Peer-to-peer payments,TOTAL,211927,1123258478,2019,4,manipur,Q4 2019
333,Merchant payments,TOTAL,23094,30486780.45,2019,4,manipur,Q4 2019
334,Financial Services,TOTAL,548,240641.7658,2019,4,manipur,Q4 2019
335,Others,TOTAL,1639,2709234.857,2019,4,manipur,Q4 2019
336,Peer-to-peer payments,TOTAL,451733,2458093402,2020,1,manipur,Q1 2020
337,Recharge & bill payments,TOTAL,285234,62688260.38,2020,1,manipur,Q1 2020
338,Merchant payments,TOTAL,78067,74202067.07,2020,1,manipur,Q1 2020
339,Financial Services,TOTAL,622,354184.4661,2020,1,manipur,Q1 2020
340,Others,TOTAL,3145,3252467.224,2020,1,manipur,Q1 2020
341,Peer-to-peer payments,TOTAL,533206,2980242535,2020,2,manipur,Q2 2020
342,Recharge & bill payments,TOTAL,450830,107589094.3,2020,2,manipur,Q2 2020
343,Merchant payments,TOTAL,92110,106540409.3,2020,2,manipur,Q2 2020
344,Financial Services,TOTAL,1676,1457570.8,2020,2,manipur,Q2 2020
345,Others,TOTAL,5246,3106603.332,2020,2,manipur,Q2 2020
346,Peer-to-peer payments,TOTAL,774786,4301284799,2020,3,manipur,Q3 2020
347,Recharge & bill payments,TOTAL,464659,113190539.1,2020,3,manipur,Q3 2020
348,Merchant payments,TOTAL,170653,195132026.6,2020,3,manipur,Q3 2020
349,Financial Services,TOTAL,1878,1593035.944,2020,3,manipur,Q3 2020
350,Others,TOTAL,8192,4775719.814,2020,3,manipur,Q3 2020
351,Peer-to-peer payments,TOTAL,892853,5172499338,2020,4,manipur,Q4 2020
352,Recharge & bill payments,TOTAL,436450,114202616.3,2020,4,manipur,Q4 2020
353,Merchant payments,TOTAL,289050,307902115.4,2020,4,manipur,Q4 2020
354,Financial Services,TOTAL,1806,2448402.914,2020,4,manipur,Q4 2020
355,Others,TOTAL,7693,5172086.283,2020,4,manipur,Q4 2020
356,Peer-to-peer payments,TOTAL,1117829,6402367884,2021,1,manipur,Q1 2021
357,Recharge & bill payments,TOTAL,796590,223955812.6,2021,1,manipur,Q1 2021
358,Merchant payments,TOTAL,377280,433297594.1,2021,1,manipur,Q1 2021
359,Financial Services,TOTAL,3398,4385333.175,2021,1,manipur,Q1 2021
360,Others,TOTAL,8438,6280890.915,2021,1,manipur,Q1 2021
361,Peer-to-peer payments,TOTAL,1372821,7041837918,2021,2,manipur,Q2 2021
362,Recharge & bill payments,TOTAL,1187952,305103750.6,2021,2,manipur,Q2 2021
363,Merchant payments,TOTAL,510734,531484849.5,2021,2,manipur,Q2 2021
364,Financial Services,TOTAL,4165,4256098.232,2021,2,manipur,Q2 2021
365,Others,TOTAL,10603,7145346.315,2021,2,manipur,Q2 2021
366,Peer-to-peer payments,TOTAL,1819423,9134806595,2021,3,manipur,Q3 2021
367,Recharge & bill payments,TOTAL,1368584,367664440.5,2021,3,manipur,Q3 2021
368,Merchant payments,TOTAL,735707,889317377.1,2021,3,manipur,Q3 2021
369,Financial Services,TOTAL,3460,5625517.975,2021,3,manipur,Q3 2021
370,Others,TOTAL,14222,9447098.782,2021,3,manipur,Q3 2021
371,Peer-to-peer payments,TOTAL,2199970,10998828288,2021,4,manipur,Q4 2021
372,Recharge & bill payments,TOTAL,1451488,412791673.8,2021,4,manipur,Q4 2021
373,Merchant payments,TOTAL,1013985,1229517397,2021,4,manipur,Q4 2021
374,Financial Services,TOTAL,4671,5941100.581,2021,4,manipur,Q4 2021
375,Others,TOTAL,17325,11393578.84,2021,4,manipur,Q4 2021
376,Peer-to-peer payments,TOTAL,2517626,12169368063,2022,1,manipur,Q1 2022
377,Recharge & bill payments,TOTAL,1528476,469035958.3,2022,1,manipur,Q1 2022
378,Merchant payments,TOTAL,1247205,1489604137,2022,1,manipur,Q1 2022
379,Financial Services,TOTAL,4878,6057615.527,2022,1,manipur,Q1 2022
380,Others,TOTAL,15494,10435303.88,2022,1,manipur,Q1 2022
381,Peer-to-peer payments,TOTAL,2843426,12704512239,2022,2,manipur,Q2 2022
382,Merchant payments,TOTAL,1709547,1757831052,2022,2,manipur,Q2 2022
383,Recharge & bill payments,TOTAL,1533778,448637966.7,2022,2,manipur,Q2 2022
384,Financial Services,TOTAL,4069,4753628.558,2022,2,manipur,Q2 2022
385,Others,TOTAL,14812,7175748.992,2022,2,manipur,Q2 2022
386,Peer-to-peer payments,TOTAL,3127266,12927705072,2022,3,manipur,Q3 2022
387,Merchant payments,TOTAL,1829741,2010460357,2022,3,manipur,Q3 2022
388,Recharge & bill payments,TOTAL,1379911,432182393.8,2022,3,manipur,Q3 2022
389,Financial Services,TOTAL,4524,4671353.405,2022,3,manipur,Q3 2022
390,Others,TOTAL,11300,6411090.828,2022,3,manipur,Q3 2022
391,Peer-to-peer payments,TOTAL,3259645,13133729481,2022,4,manipur,Q4 2022
392,Merchant payments,TOTAL,1828984,2074698993,2022,4,manipur,Q4 2022
393,Recharge & bill payments,TOTAL,1325391,406031254.1,2022,4,manipur,Q4 2022
394,Financial Services,TOTAL,4691,5754919.964,2022,4,manipur,Q4 2022
395,Others,TOTAL,9959,5742049.404,2022,4,manipur,Q4 2022
396,Peer-to-peer payments,TOTAL,12622225,30283578837,2019,1,haryana,Q1 2019
397,Recharge & bill payments,TOTAL,5576577,2202061875,2019,1,haryana,Q1 2019
398,Merchant payments,TOTAL,3361995,1292375556,2019,1,haryana,Q1 2019
399,Financial Services,TOTAL,101786,15201736,2019,1,haryana,Q1 2019
400,Others,TOTAL,473192,258437718.2,2019,1,haryana,Q1 2019
401,Peer-to-peer payments,TOTAL,10387562,37056084814,2019,2,haryana,Q2 2019
402,Recharge & bill payments,TOTAL,5902923,2838724048,2019,2,haryana,Q2 2019
403,Merchant payments,TOTAL,5738283,2292901816,2019,2,haryana,Q2 2019
404,Financial Services,TOTAL,57488,12080285.23,2019,2,haryana,Q2 2019
405,Others,TOTAL,655560,301748850.2,2019,2,haryana,Q2 2019
406,Peer-to-peer payments,TOTAL,11775288,43738290120,2019,3,haryana,Q3 2019
407,Merchant payments,TOTAL,9386779,3615636828,2019,3,haryana,Q3 2019
408,Recharge & bill payments,TOTAL,8289987,4817098565,2019,3,haryana,Q3 2019
409,Financial Services,TOTAL,61503,16715100.88,2019,3,haryana,Q3 2019
410,Others,TOTAL,829974,301378586,2019,3,haryana,Q3 2019
411,Peer-to-peer payments,TOTAL,15729819,58242027266,2019,4,haryana,Q4 2019
412,Merchant payments,TOTAL,11615667,5253780278,2019,4,haryana,Q4 2019
413,Recharge & bill payments,TOTAL,9648003,5637358526,2019,4,haryana,Q4 2019
414,Financial Services,TOTAL,41688,13756049.14,2019,4,haryana,Q4 2019
415,Others,TOTAL,790808,212797749.8,2019,4,haryana,Q4 2019
416,Peer-to-peer payments,TOTAL,17728235,68367245528,2020,1,haryana,Q1 2020
417,Merchant payments,TOTAL,14327020,7075196609,2020,1,haryana,Q1 2020
418,Recharge & bill payments,TOTAL,11346112,6331682017,2020,1,haryana,Q1 2020
419,Financial Services,TOTAL,34488,25266730.19,2020,1,haryana,Q1 2020
420,Others,TOTAL,600232,176823674.2,2020,1,haryana,Q1 2020
421,Peer-to-peer payments,TOTAL,17334369,66645492691,2020,2,haryana,Q2 2020
422,Recharge & bill payments,TOTAL,12740328,6547618492,2020,2,haryana,Q2 2020
423,Merchant payments,TOTAL,11527654,7393393678,2020,2,haryana,Q2 2020
424,Financial Services,TOTAL,48759,49209527.29,2020,2,haryana,Q2 2020
425,Others,TOTAL,129940,75550536.68,2020,2,haryana,Q2 2020
426,Peer-to-peer payments,TOTAL,24123449,88796356487,2020,3,haryana,Q3 2020
427,Merchant payments,TOTAL,20845136,12141560867,2020,3,haryana,Q3 2020
428,Recharge & bill payments,TOTAL,12716319,8452802893,2020,3,haryana,Q3 2020
429,Financial Services,TOTAL,66457,80854296.93,2020,3,haryana,Q3 2020
430,Others,TOTAL,186818,96375902.2,2020,3,haryana,Q3 2020
431,Merchant payments,TOTAL,34063692,21382305452,2020,4,haryana,Q4 2020
432,Peer-to-peer payments,TOTAL,33920789,1.29E+11,2020,4,haryana,Q4 2020
433,Recharge & bill payments,TOTAL,14682896,9675471301,2020,4,haryana,Q4 2020
434,Financial Services,TOTAL,84881,103265693.8,2020,4,haryana,Q4 2020
435,Others,TOTAL,419181,223528573.1,2020,4,haryana,Q4 2020
436,Merchant payments,TOTAL,39363588,23389100227,2021,1,haryana,Q1 2021
437,Peer-to-peer payments,TOTAL,36764622,1.36E+11,2021,1,haryana,Q1 2021
438,Recharge & bill payments,TOTAL,13680353,9260346909,2021,1,haryana,Q1 2021
439,Financial Services,TOTAL,79784,99672809.99,2021,1,haryana,Q1 2021
440,Others,TOTAL,364437,218544351.2,2021,1,haryana,Q1 2021
441,Merchant payments,TOTAL,45335533,29119078264,2021,2,haryana,Q2 2021
442,Peer-to-peer payments,TOTAL,44086559,1.61E+11,2021,2,haryana,Q2 2021
443,Recharge & bill payments,TOTAL,15861047,9839496895,2021,2,haryana,Q2 2021
444,Financial Services,TOTAL,85821,97238136.1,2021,2,haryana,Q2 2021
445,Others,TOTAL,311896,227855607,2021,2,haryana,Q2 2021
446,Merchant payments,TOTAL,66885213,40190922827,2021,3,haryana,Q3 2021
447,Peer-to-peer payments,TOTAL,55929958,1.89E+11,2021,3,haryana,Q3 2021
448,Recharge & bill payments,TOTAL,17087955,11681457469,2021,3,haryana,Q3 2021
449,Financial Services,TOTAL,77496,116592181.5,2021,3,haryana,Q3 2021
450,Others,TOTAL,479071,289441481.6,2021,3,haryana,Q3 2021
451,Merchant payments,TOTAL,84993587,56325102921,2021,4,haryana,Q4 2021
452,Peer-to-peer payments,TOTAL,66548306,2.39E+11,2021,4,haryana,Q4 2021
453,Recharge & bill payments,TOTAL,17632752,13817258646,2021,4,haryana,Q4 2021
454,Financial Services,TOTAL,105050,151421306.6,2021,4,haryana,Q4 2021
455,Others,TOTAL,407280,307822609.2,2021,4,haryana,Q4 2021
456,Merchant payments,TOTAL,98346418,62565728158,2022,1,haryana,Q1 2022
457,Peer-to-peer payments,TOTAL,74499889,2.64E+11,2022,1,haryana,Q1 2022
458,Recharge & bill payments,TOTAL,18494827,14765350796,2022,1,haryana,Q1 2022
459,Financial Services,TOTAL,107240,146586164.6,2022,1,haryana,Q1 2022
460,Others,TOTAL,540235,279136534.2,2022,1,haryana,Q1 2022
461,Merchant payments,TOTAL,130033573,76926347116,2022,2,haryana,Q2 2022
462,Peer-to-peer payments,TOTAL,84219451,3.01E+11,2022,2,haryana,Q2 2022
463,Recharge & bill payments,TOTAL,20011709,17457331653,2022,2,haryana,Q2 2022
464,Financial Services,TOTAL,89805,120610061.5,2022,2,haryana,Q2 2022
465,Others,TOTAL,345424,224949213.5,2022,2,haryana,Q2 2022
466,Merchant payments,TOTAL,151278013,87063736520,2022,3,haryana,Q3 2022
467,Peer-to-peer payments,TOTAL,95071203,3.19E+11,2022,3,haryana,Q3 2022
468,Recharge & bill payments,TOTAL,22592966,21247984019,2022,3,haryana,Q3 2022
469,Financial Services,TOTAL,111032,144937203.3,2022,3,haryana,Q3 2022
470,Others,TOTAL,308596,223267730.3,2022,3,haryana,Q3 2022
471,Merchant payments,TOTAL,169685872,1.03E+11,2022,4,haryana,Q4 2022
472,Peer-to-peer payments,TOTAL,102993798,3.65E+11,2022,4,haryana,Q4 2022
473,Recharge & bill payments,TOTAL,23545059,22666085170,2022,4,haryana,Q4 2022
474,Financial Services,TOTAL,118488,152488075,2022,4,haryana,Q4 2022
475,Others,TOTAL,305148,239722615.9,2022,4,haryana,Q4 2022
476,Peer-to-peer payments,TOTAL,13465044,31231285551,2019,1,gujarat,Q1 2019
477,Recharge & bill payments,TOTAL,8595256,3104251733,2019,1,gujarat,Q1 2019
478,Merchant payments,TOTAL,2493340,1296376125,2019,1,gujarat,Q1 2019
479,Financial Services,TOTAL,114539,19581520.57,2019,1,gujarat,Q1 2019
480,Others,TOTAL,323272,204585378.8,2019,1,gujarat,Q1 2019
481,Peer-to-peer payments,TOTAL,12547493,41853661230,2019,2,gujarat,Q2 2019
482,Recharge & bill payments,TOTAL,10434449,4651874823,2019,2,gujarat,Q2 2019
483,Merchant payments,TOTAL,5486791,2526448415,2019,2,gujarat,Q2 2019
484,Financial Services,TOTAL,70502,17349813.39,2019,2,gujarat,Q2 2019
485,Others,TOTAL,442607,271280936.6,2019,2,gujarat,Q2 2019
486,Peer-to-peer payments,TOTAL,14529353,49206585462,2019,3,gujarat,Q3 2019
487,Merchant payments,TOTAL,11788077,4211116461,2019,3,gujarat,Q3 2019
488,Recharge & bill payments,TOTAL,11349625,5768100024,2019,3,gujarat,Q3 2019
489,Financial Services,TOTAL,78609,20507001.23,2019,3,gujarat,Q3 2019
490,Others,TOTAL,482985,256386015.2,2019,3,gujarat,Q3 2019
491,Peer-to-peer payments,TOTAL,19107911,64477452639,2019,4,gujarat,Q4 2019
492,Recharge & bill payments,TOTAL,12967713,6517891167,2019,4,gujarat,Q4 2019
493,Merchant payments,TOTAL,9964076,5480269120,2019,4,gujarat,Q4 2019
494,Financial Services,TOTAL,63498,20202767.26,2019,4,gujarat,Q4 2019
495,Others,TOTAL,444434,194846362.4,2019,4,gujarat,Q4 2019
496,Peer-to-peer payments,TOTAL,19068093,72393727235,2020,1,gujarat,Q1 2020
497,Recharge & bill payments,TOTAL,15648472,7197595157,2020,1,gujarat,Q1 2020
498,Merchant payments,TOTAL,12191478,7210758662,2020,1,gujarat,Q1 2020
499,Financial Services,TOTAL,50753,27460255.46,2020,1,gujarat,Q1 2020
500,Others,TOTAL,367621,165535312.4,2020,1,gujarat,Q1 2020
501,Recharge & bill payments,TOTAL,19971660,8322688557,2020,2,gujarat,Q2 2020
502,Peer-to-peer payments,TOTAL,17569398,64723140394,2020,2,gujarat,Q2 2020
503,Merchant payments,TOTAL,9645967,7196610932,2020,2,gujarat,Q2 2020
504,Financial Services,TOTAL,59617,53132341.31,2020,2,gujarat,Q2 2020
505,Others,TOTAL,173543,92274135.41,2020,2,gujarat,Q2 2020
506,Peer-to-peer payments,TOTAL,23130724,89142122337,2020,3,gujarat,Q3 2020
507,Merchant payments,TOTAL,18338969,12749796642,2020,3,gujarat,Q3 2020
508,Recharge & bill payments,TOTAL,17481357,9820654244,2020,3,gujarat,Q3 2020
509,Financial Services,TOTAL,92278,84723188.62,2020,3,gujarat,Q3 2020
510,Others,TOTAL,246851,124456073.2,2020,3,gujarat,Q3 2020
511,Peer-to-peer payments,TOTAL,29967258,1.17E+11,2020,4,gujarat,Q4 2020
512,Merchant payments,TOTAL,28430460,20844321157,2020,4,gujarat,Q4 2020
513,Recharge & bill payments,TOTAL,18943669,10441981826,2020,4,gujarat,Q4 2020
514,Financial Services,TOTAL,113371,120056733.9,2020,4,gujarat,Q4 2020
515,Others,TOTAL,373789,243470065.5,2020,4,gujarat,Q4 2020
516,Peer-to-peer payments,TOTAL,36427493,1.45E+11,2021,1,gujarat,Q1 2021
517,Merchant payments,TOTAL,35815382,26512643894,2021,1,gujarat,Q1 2021
518,Recharge & bill payments,TOTAL,22088838,11996115292,2021,1,gujarat,Q1 2021
519,Financial Services,TOTAL,126380,137612317.7,2021,1,gujarat,Q1 2021
520,Others,TOTAL,316472,235440836.3,2021,1,gujarat,Q1 2021
521,Merchant payments,TOTAL,42593432,33542305034,2021,2,gujarat,Q2 2021
522,Peer-to-peer payments,TOTAL,41642387,1.62E+11,2021,2,gujarat,Q2 2021
523,Recharge & bill payments,TOTAL,27127405,13750783182,2021,2,gujarat,Q2 2021
524,Financial Services,TOTAL,128647,136119996.7,2021,2,gujarat,Q2 2021
525,Others,TOTAL,349525,249278437.3,2021,2,gujarat,Q2 2021
526,Merchant payments,TOTAL,62934471,48197579737,2021,3,gujarat,Q3 2021
527,Peer-to-peer payments,TOTAL,56134212,2.08E+11,2021,3,gujarat,Q3 2021
528,Recharge & bill payments,TOTAL,29580901,15945997372,2021,3,gujarat,Q3 2021
529,Financial Services,TOTAL,125167,163304131.1,2021,3,gujarat,Q3 2021
530,Others,TOTAL,473656,304418273.2,2021,3,gujarat,Q3 2021
531,Merchant payments,TOTAL,84846502,68717933162,2021,4,gujarat,Q4 2021
532,Peer-to-peer payments,TOTAL,67301686,2.54E+11,2021,4,gujarat,Q4 2021
533,Recharge & bill payments,TOTAL,30072479,18739034342,2021,4,gujarat,Q4 2021
534,Financial Services,TOTAL,175393,209214620.7,2021,4,gujarat,Q4 2021
535,Others,TOTAL,591265,377657202.8,2021,4,gujarat,Q4 2021
536,Merchant payments,TOTAL,101648378,79563412222,2022,1,gujarat,Q1 2022
537,Peer-to-peer payments,TOTAL,77768758,2.92E+11,2022,1,gujarat,Q1 2022
538,Recharge & bill payments,TOTAL,30473298,20042066375,2022,1,gujarat,Q1 2022
539,Financial Services,TOTAL,160423,187077879.4,2022,1,gujarat,Q1 2022
540,Others,TOTAL,496289,316261089.4,2022,1,gujarat,Q1 2022
541,Merchant payments,TOTAL,131610193,95585623258,2022,2,gujarat,Q2 2022
542,Peer-to-peer payments,TOTAL,86423696,3.27E+11,2022,2,gujarat,Q2 2022
543,Recharge & bill payments,TOTAL,33424931,23844933238,2022,2,gujarat,Q2 2022
544,Financial Services,TOTAL,125180,142685436.4,2022,2,gujarat,Q2 2022
545,Others,TOTAL,468796,278978567.2,2022,2,gujarat,Q2 2022
546,Merchant payments,TOTAL,161264265,1.09E+11,2022,3,gujarat,Q3 2022
547,Peer-to-peer payments,TOTAL,103034790,3.59E+11,2022,3,gujarat,Q3 2022
548,Recharge & bill payments,TOTAL,38383683,28649040041,2022,3,gujarat,Q3 2022
549,Financial Services,TOTAL,152053,162173602.8,2022,3,gujarat,Q3 2022
550,Others,TOTAL,404941,269479241.1,2022,3,gujarat,Q3 2022
551,Merchant payments,TOTAL,186533503,1.26E+11,2022,4,gujarat,Q4 2022
552,Peer-to-peer payments,TOTAL,114868478,4.11E+11,2022,4,gujarat,Q4 2022
553,Recharge & bill payments,TOTAL,39167297,30789927499,2022,4,gujarat,Q4 2022
554,Financial Services,TOTAL,179101,194314203,2022,4,gujarat,Q4 2022
555,Others,TOTAL,407639,295484431.3,2022,4,gujarat,Q4 2022
556,Peer-to-peer payments,TOTAL,121984,422987999.9,2019,1,sikkim,Q1 2019
557,Recharge & bill payments,TOTAL,96878,20711589.87,2019,1,sikkim,Q1 2019
558,Merchant payments,TOTAL,18346,11837344.85,2019,1,sikkim,Q1 2019
559,Financial Services,TOTAL,1225,191594.2334,2019,1,sikkim,Q1 2019
560,Others,TOTAL,1854,2265105.535,2019,1,sikkim,Q1 2019
561,Peer-to-peer payments,TOTAL,172125,674044301.8,2019,2,sikkim,Q2 2019
562,Recharge & bill payments,TOTAL,142582,32535297.49,2019,2,sikkim,Q2 2019
563,Merchant payments,TOTAL,66722,28248001.03,2019,2,sikkim,Q2 2019
564,Financial Services,TOTAL,2294,310197.5477,2019,2,sikkim,Q2 2019
565,Others,TOTAL,4521,3756445.532,2019,2,sikkim,Q2 2019
566,Peer-to-peer payments,TOTAL,203052,794235862.6,2019,3,sikkim,Q3 2019
567,Merchant payments,TOTAL,188753,52337322.53,2019,3,sikkim,Q3 2019
568,Recharge & bill payments,TOTAL,156125,33922224.89,2019,3,sikkim,Q3 2019
569,Financial Services,TOTAL,288,548142.9,2019,3,sikkim,Q3 2019
570,Others,TOTAL,4218,3672895.49,2019,3,sikkim,Q3 2019
571,Peer-to-peer payments,TOTAL,508471,1086457148,2019,4,sikkim,Q4 2019
572,Recharge & bill payments,TOTAL,181287,42705664.09,2019,4,sikkim,Q4 2019
573,Merchant payments,TOTAL,73992,43954548.8,2019,4,sikkim,Q4 2019
574,Financial Services,TOTAL,373,494076.3451,2019,4,sikkim,Q4 2019
575,Others,TOTAL,2947,2898164.48,2019,4,sikkim,Q4 2019
576,Peer-to-peer payments,TOTAL,230413,954765350.2,2020,1,sikkim,Q1 2020
577,Recharge & bill payments,TOTAL,215586,53588505.84,2020,1,sikkim,Q1 2020
578,Merchant payments,TOTAL,79881,43201695.39,2020,1,sikkim,Q1 2020
579,Financial Services,TOTAL,345,175569.5393,2020,1,sikkim,Q1 2020
580,Others,TOTAL,1893,1745150.991,2020,1,sikkim,Q1 2020
581,Recharge & bill payments,TOTAL,297620,78397187.11,2020,2,sikkim,Q2 2020
582,Peer-to-peer payments,TOTAL,186495,939900165.9,2020,2,sikkim,Q2 2020
583,Merchant payments,TOTAL,31442,34385184.66,2020,2,sikkim,Q2 2020
584,Financial Services,TOTAL,883,999656.0722,2020,2,sikkim,Q2 2020
585,Others,TOTAL,1291,936594.4803,2020,2,sikkim,Q2 2020
586,Recharge & bill payments,TOTAL,298885,83894642.67,2020,3,sikkim,Q3 2020
587,Peer-to-peer payments,TOTAL,245087,1255521153,2020,3,sikkim,Q3 2020
588,Merchant payments,TOTAL,49299,58337178.67,2020,3,sikkim,Q3 2020
589,Financial Services,TOTAL,1252,1795366.733,2020,3,sikkim,Q3 2020
590,Others,TOTAL,1912,1378387.617,2020,3,sikkim,Q3 2020
591,Peer-to-peer payments,TOTAL,334069,1711730127,2020,4,sikkim,Q4 2020
592,Recharge & bill payments,TOTAL,301382,90168624.05,2020,4,sikkim,Q4 2020
593,Merchant payments,TOTAL,95503,112478003.9,2020,4,sikkim,Q4 2020
594,Financial Services,TOTAL,1427,2361187.592,2020,4,sikkim,Q4 2020
595,Others,TOTAL,2654,2537863.028,2020,4,sikkim,Q4 2020
596,Peer-to-peer payments,TOTAL,403703,1965492630,2021,1,sikkim,Q1 2021
597,Recharge & bill payments,TOTAL,279679,93174110.11,2021,1,sikkim,Q1 2021
598,Merchant payments,TOTAL,112925,154183320.1,2021,1,sikkim,Q1 2021
599,Financial Services,TOTAL,1844,3027799.278,2021,1,sikkim,Q1 2021
600,Others,TOTAL,2038,1789867.734,2021,1,sikkim,Q1 2021
601,Peer-to-peer payments,TOTAL,473141,2125758497,2021,2,sikkim,Q2 2021
602,Recharge & bill payments,TOTAL,345495,103846501.5,2021,2,sikkim,Q2 2021
603,Merchant payments,TOTAL,153671,190473176.2,2021,2,sikkim,Q2 2021
604,Financial Services,TOTAL,1865,2851874.287,2021,2,sikkim,Q2 2021
605,Others,TOTAL,2542,1969531.029,2021,2,sikkim,Q2 2021
606,Peer-to-peer payments,TOTAL,595826,2582075089,2021,3,sikkim,Q3 2021
607,Recharge & bill payments,TOTAL,346173,111613776.8,2021,3,sikkim,Q3 2021
608,Merchant payments,TOTAL,213808,290732930.5,2021,3,sikkim,Q3 2021
