,name,type,count,amount,year,quarter,state,quarter_year
1491,Merchant payments,TOTAL,197193842,1.26E+11,2021,4,madhya-pradesh,Q4 2021
1492,Peer-to-peer payments,TOTAL,159649020,5.07E+11,2021,4,madhya-pradesh,Q4 2021
1493,Recharge & bill payments,TOTAL,46220966,22492766779,2021,4,madhya-pradesh,Q4 2021
1494,Financial Services,TOTAL,247925,246488171.4,2021,4,madhya-pradesh,Q4 2021
1495,Others,TOTAL,996331,568617375.6,2021,4,madhya-pradesh,Q4 2021
1496,Merchant payments,TOTAL,237691924,1.43E+11,2022,1,madhya-pradesh,Q1 2022
1497,Peer-to-peer payments,TOTAL,185008444,5.78E+11,2022,1,madhya-pradesh,Q1 2022
1498,Recharge & bill payments,TOTAL,48870314,25437774564,2022,1,madhya-pradesh,Q1 2022
1499,Financial Services,TOTAL,222923,219927120.2,2022,1,madhya-pradesh,Q1 2022
1500,Others,TOTAL,909453,495513514.8,2022,1,madhya-pradesh,Q1 2022
1501,Merchant payments,TOTAL,287616385,1.74E+11,2022,2,madhya-pradesh,Q2 2022
1502,Peer-to-peer payments,TOTAL,202093283,6.63E+11,2022,2,madhya-pradesh,Q2 2022
1503,Recharge & bill payments,TOTAL,54318983,29125694282,2022,2,madhya-pradesh,Q2 2022
1504,Financial Services,TOTAL,157672,153944499.7,2022,2,madhya-pradesh,Q2 2022
1505,Others,TOTAL,713506,381178326.3,2022,2,madhya-pradesh,Q2 2022
1506,Merchant payments,TOTAL,391105651,2.12E+11,2022,3,madhya-pradesh,Q3 2022
1507,Peer-to-peer payments,TOTAL,267013695,7.81E+11,2022,3,madhya-pradesh,Q3 2022
1508,Recharge & bill payments,TOTAL,72148870,39132574048,2022,3,madhya-pradesh,Q3 2022
1509,Financial Services,TOTAL,240678,236981163.6,2022,3,madhya-pradesh,Q3 2022
1510,Others,TOTAL,750665,442608716.7,2022,3,madhya-pradesh,Q3 2022
1511,Merchant payments,TOTAL,492999084,2.73E+11,2022,4,madhya-pradesh,Q4 2022
1512,Peer-to-peer payments,TOTAL,325467851,9.84E+11,2022,4,madhya-pradesh,Q4 2022
1513,Recharge & bill payments,TOTAL,79289399,45143248069,2022,4,madhya-pradesh,Q4 2022
1514,Financial Services,TOTAL,286931,278304972.6,2022,4,madhya-pradesh,Q4 2022
1515,Others,TOTAL,785003,521508120.7,2022,4,madhya-pradesh,Q4 2022
1516,Peer-to-peer payments,TOTAL,27621606,55246071722,2019,1,rajasthan,Q1 2019
1517,Recharge & bill payments,TOTAL,11650961,3821181817,2019,1,rajasthan,Q1 2019
1518,Merchant payments,TOTAL,3921438,1664209335,2019,1,rajasthan,Q1 2019
1519,Financial Services,TOTAL,359993,36340412.58,2019,1,rajasthan,Q1 2019
1520,Others,TOTAL,402042,373355289.6,2019,1,rajasthan,Q1 2019
1521,Peer-to-peer payments,TOTAL,25257679,79466464089,2019,2,rajasthan,Q2 2019
1522,Recharge & bill payments,TOTAL,14968290,5709279551,2019,2,rajasthan,Q2 2019
1523,Merchant payments,TOTAL,9026751,3435472167,2019,2,rajasthan,Q2 2019
1524,Financial Services,TOTAL,182685,34134486.76,2019,2,rajasthan,Q2 2019
1525,Others,TOTAL,573881,461962878.5,2019,2,rajasthan,Q2 2019
1526,Peer-to-peer payments,TOTAL,29885618,97443950787,2019,3,rajasthan,Q3 2019
1527,Merchant payments,TOTAL,19646612,6705923743,2019,3,rajasthan,Q3 2019
1528,Recharge & bill payments,TOTAL,16970783,7872719572,2019,3,rajasthan,Q3 2019
1529,Financial Services,TOTAL,217029,37899900.33,2019,3,rajasthan,Q3 2019
1530,Others,TOTAL,583575,407796030.9,2019,3,rajasthan,Q3 2019
1531,Peer-to-peer payments,TOTAL,43354317,1.40E+11,2019,4,rajasthan,Q4 2019
1532,Recharge & bill payments,TOTAL,20604852,9028860435,2019,4,rajasthan,Q4 2019
1533,Merchant payments,TOTAL,20544791,9721826538,2019,4,rajasthan,Q4 2019
1534,Financial Services,TOTAL,101805,25014672.38,2019,4,rajasthan,Q4 2019
1535,Others,TOTAL,468477,227573686.6,2019,4,rajasthan,Q4 2019
1536,Peer-to-peer payments,TOTAL,48269912,1.65E+11,2020,1,rajasthan,Q1 2020
1537,Merchant payments,TOTAL,27880848,13643061482,2020,1,rajasthan,Q1 2020
1538,Recharge & bill payments,TOTAL,25631131,10961167180,2020,1,rajasthan,Q1 2020
1539,Financial Services,TOTAL,72604,34466606.25,2020,1,rajasthan,Q1 2020
1540,Others,TOTAL,404317,200968968.7,2020,1,rajasthan,Q1 2020
1541,Peer-to-peer payments,TOTAL,49160792,1.66E+11,2020,2,rajasthan,Q2 2020
1542,Recharge & bill payments,TOTAL,31681776,13014051936,2020,2,rajasthan,Q2 2020
1543,Merchant payments,TOTAL,20756594,14354151782,2020,2,rajasthan,Q2 2020
1544,Financial Services,TOTAL,92875,76662259.21,2020,2,rajasthan,Q2 2020
1545,Others,TOTAL,262619,142020149.8,2020,2,rajasthan,Q2 2020
1546,Peer-to-peer payments,TOTAL,73247856,2.49E+11,2020,3,rajasthan,Q3 2020
1547,Merchant payments,TOTAL,45149210,27714680562,2020,3,rajasthan,Q3 2020
1548,Recharge & bill payments,TOTAL,30148875,16650017441,2020,3,rajasthan,Q3 2020
1549,Financial Services,TOTAL,146383,113675141.5,2020,3,rajasthan,Q3 2020
1550,Others,TOTAL,396352,193212778.7,2020,3,rajasthan,Q3 2020
1551,Peer-to-peer payments,TOTAL,88730951,3.21E+11,2020,4,rajasthan,Q4 2020
1552,Merchant payments,TOTAL,67367264,46142484518,2020,4,rajasthan,Q4 2020
1553,Recharge & bill payments,TOTAL,33455755,18123908526,2020,4,rajasthan,Q4 2020
1554,Financial Services,TOTAL,169294,136058685.9,2020,4,rajasthan,Q4 2020
1555,Others,TOTAL,560171,351480425.6,2020,4,rajasthan,Q4 2020
1556,Peer-to-peer payments,TOTAL,116733195,4.08E+11,2021,1,rajasthan,Q1 2021
1557,Merchant payments,TOTAL,96394132,61936457709,2021,1,rajasthan,Q1 2021
1558,Recharge & bill payments,TOTAL,38919519,20855464604,2021,1,rajasthan,Q1 2021
1559,Financial Services,TOTAL,192936,162581466.9,2021,1,rajasthan,Q1 2021
1560,Others,TOTAL,491137,347689722.9,2021,1,rajasthan,Q1 2021
1561,Peer-to-peer payments,TOTAL,139277445,4.68E+11,2021,2,rajasthan,Q2 2021
1562,Merchant payments,TOTAL,97860493,69922875807,2021,2,rajasthan,Q2 2021
1563,Recharge & bill payments,TOTAL,49501703,23387103756,2021,2,rajasthan,Q2 2021
1564,Financial Services,TOTAL,216441,186606893.6,2021,2,rajasthan,Q2 2021
1565,Others,TOTAL,620957,422031947.6,2021,2,rajasthan,Q2 2021
1566,Peer-to-peer payments,TOTAL,181742972,5.76E+11,2021,3,rajasthan,Q3 2021
1567,Merchant payments,TOTAL,167819345,1.06E+11,2021,3,rajasthan,Q3 2021
1568,Recharge & bill payments,TOTAL,49709657,28335516739,2021,3,rajasthan,Q3 2021
1569,Financial Services,TOTAL,197211,190362135.9,2021,3,rajasthan,Q3 2021
1570,Others,TOTAL,815568,524328574.3,2021,3,rajasthan,Q3 2021
1571,Merchant payments,TOTAL,221774624,1.52E+11,2021,4,rajasthan,Q4 2021
1572,Peer-to-peer payments,TOTAL,212937264,7.18E+11,2021,4,rajasthan,Q4 2021
1573,Recharge & bill payments,TOTAL,51610607,32831163303,2021,4,rajasthan,Q4 2021
1574,Financial Services,TOTAL,265091,263180819.7,2021,4,rajasthan,Q4 2021
1575,Others,TOTAL,1034011,656777820.8,2021,4,rajasthan,Q4 2021
1576,Merchant payments,TOTAL,267467038,1.71E+11,2022,1,rajasthan,Q1 2022
1577,Peer-to-peer payments,TOTAL,241739380,8.15E+11,2022,1,rajasthan,Q1 2022
1578,Recharge & bill payments,TOTAL,54555117,35542881861,2022,1,rajasthan,Q1 2022
1579,Financial Services,TOTAL,244029,243340851.7,2022,1,rajasthan,Q1 2022
1580,Others,TOTAL,956656,556409604.9,2022,1,rajasthan,Q1 2022
1581,Merchant payments,TOTAL,336900860,2.08E+11,2022,2,rajasthan,Q2 2022
1582,Peer-to-peer payments,TOTAL,263380560,9.06E+11,2022,2,rajasthan,Q2 2022
1583,Recharge & bill payments,TOTAL,59879660,38325678034,2022,2,rajasthan,Q2 2022
1584,Financial Services,TOTAL,170705,175399371.4,2022,2,rajasthan,Q2 2022
1585,Others,TOTAL,838365,452454748.3,2022,2,rajasthan,Q2 2022
1586,Merchant payments,TOTAL,398104319,2.31E+11,2022,3,rajasthan,Q3 2022
1587,Peer-to-peer payments,TOTAL,299383118,9.61E+11,2022,3,rajasthan,Q3 2022
1588,Recharge & bill payments,TOTAL,69118763,46000391408,2022,3,rajasthan,Q3 2022
1589,Financial Services,TOTAL,215235,220271929.8,2022,3,rajasthan,Q3 2022
1590,Others,TOTAL,719925,449514643.6,2022,3,rajasthan,Q3 2022
1591,Merchant payments,TOTAL,457778005,2.75E+11,2022,4,rajasthan,Q4 2022
1592,Peer-to-peer payments,TOTAL,334316758,1.13E+12,2022,4,rajasthan,Q4 2022
1593,Recharge & bill payments,TOTAL,72510470,50609988782,2022,4,rajasthan,Q4 2022
1594,Financial Services,TOTAL,244442,270658681,2022,4,rajasthan,Q4 2022
1595,Others,TOTAL,725173,500361375.7,2022,4,rajasthan,Q4 2022
1596,Peer-to-peer payments,TOTAL,37420988,77524329742,2019,1,andhra-pradesh,Q1 2019
1597,Recharge & bill payments,TOTAL,14022264,3480641602,2019,1,andhra-pradesh,Q1 2019
1598,Merchant payments,TOTAL,5043682,2423536770,2019,1,andhra-pradesh,Q1 2019
1599,Financial Services,TOTAL,416325,47150177.53,2019,1,andhra-pradesh,Q1 2019
1600,Others,TOTAL,361263,284937624.5,2019,1,andhra-pradesh,Q1 2019
1601,Peer-to-peer payments,TOTAL,32494402,1.04E+11,2019,2,andhra-pradesh,Q2 2019
1602,Recharge & bill payments,TOTAL,14093964,4708345388,2019,2,andhra-pradesh,Q2 2019
1603,Merchant payments,TOTAL,9226537,4613405203,2019,2,andhra-pradesh,Q2 2019
1604,Financial Services,TOTAL,145310,26626696.77,2019,2,andhra-pradesh,Q2 2019
1605,Others,TOTAL,448802,361492238.4,2019,2,andhra-pradesh,Q2 2019
1606,Peer-to-peer payments,TOTAL,39023491,1.24E+11,2019,3,andhra-pradesh,Q3 2019
1607,Recharge & bill payments,TOTAL,20147629,6893984677,2019,3,andhra-pradesh,Q3 2019
1608,Merchant payments,TOTAL,16581787,7887394038,2019,3,andhra-pradesh,Q3 2019
1609,Financial Services,TOTAL,122270,29778183.03,2019,3,andhra-pradesh,Q3 2019
1610,Others,TOTAL,413437,298142027.6,2019,3,andhra-pradesh,Q3 2019
1611,Peer-to-peer payments,TOTAL,57181511,1.79E+11,2019,4,andhra-pradesh,Q4 2019
1612,Merchant payments,TOTAL,25122370,13476303368,2019,4,andhra-pradesh,Q4 2019
1613,Recharge & bill payments,TOTAL,24469888,8335168606,2019,4,andhra-pradesh,Q4 2019
1614,Financial Services,TOTAL,105662,26796571.75,2019,4,andhra-pradesh,Q4 2019
1615,Others,TOTAL,338672,216496893.2,2019,4,andhra-pradesh,Q4 2019
1616,Peer-to-peer payments,TOTAL,65452143,2.23E+11,2020,1,andhra-pradesh,Q1 2020
1617,Merchant payments,TOTAL,31408022,18603161784,2020,1,andhra-pradesh,Q1 2020
1618,Recharge & bill payments,TOTAL,30449644,10813530778,2020,1,andhra-pradesh,Q1 2020
1619,Financial Services,TOTAL,75238,43739133.17,2020,1,andhra-pradesh,Q1 2020
1620,Others,TOTAL,292310,188228538.4,2020,1,andhra-pradesh,Q1 2020
1621,Peer-to-peer payments,TOTAL,73609921,2.63E+11,2020,2,andhra-pradesh,Q2 2020
1622,Recharge & bill payments,TOTAL,41013987,16991006437,2020,2,andhra-pradesh,Q2 2020
1623,Merchant payments,TOTAL,29976765,22625596525,2020,2,andhra-pradesh,Q2 2020
1624,Financial Services,TOTAL,140941,145274999.2,2020,2,andhra-pradesh,Q2 2020
1625,Others,TOTAL,176241,90087654.6,2020,2,andhra-pradesh,Q2 2020
1626,Peer-to-peer payments,TOTAL,106791894,4.06E+11,2020,3,andhra-pradesh,Q3 2020
1627,Merchant payments,TOTAL,54055557,40739580214,2020,3,andhra-pradesh,Q3 2020
1628,Recharge & bill payments,TOTAL,43500067,19475104675,2020,3,andhra-pradesh,Q3 2020
1629,Financial Services,TOTAL,243088,256074924.7,2020,3,andhra-pradesh,Q3 2020
1630,Others,TOTAL,312329,151582519.2,2020,3,andhra-pradesh,Q3 2020
1631,Peer-to-peer payments,TOTAL,152003791,5.67E+11,2020,4,andhra-pradesh,Q4 2020
1632,Merchant payments,TOTAL,86581460,66654048150,2020,4,andhra-pradesh,Q4 2020
1633,Recharge & bill payments,TOTAL,46810304,20936337212,2020,4,andhra-pradesh,Q4 2020
1634,Financial Services,TOTAL,265470,305168772.5,2020,4,andhra-pradesh,Q4 2020
1635,Others,TOTAL,457527,306853355.6,2020,4,andhra-pradesh,Q4 2020
1636,Peer-to-peer payments,TOTAL,149313738,5.81E+11,2021,1,andhra-pradesh,Q1 2021
1637,Merchant payments,TOTAL,97920281,70813192713,2021,1,andhra-pradesh,Q1 2021
1638,Recharge & bill payments,TOTAL,41940689,20546424964,2021,1,andhra-pradesh,Q1 2021
1639,Financial Services,TOTAL,225355,270313028.5,2021,1,andhra-pradesh,Q1 2021
1640,Others,TOTAL,347907,272546457.6,2021,1,andhra-pradesh,Q1 2021
1641,Peer-to-peer payments,TOTAL,189614879,7.37E+11,2021,2,andhra-pradesh,Q2 2021
1642,Merchant payments,TOTAL,112875274,88512429437,2021,2,andhra-pradesh,Q2 2021
1643,Recharge & bill payments,TOTAL,49626902,24646800345,2021,2,andhra-pradesh,Q2 2021
1644,Financial Services,TOTAL,243237,265483044.4,2021,2,andhra-pradesh,Q2 2021
1645,Others,TOTAL,406842,308302224.4,2021,2,andhra-pradesh,Q2 2021
1646,Peer-to-peer payments,TOTAL,221280317,8.38E+11,2021,3,andhra-pradesh,Q3 2021
1647,Merchant payments,TOTAL,158290953,1.18E+11,2021,3,andhra-pradesh,Q3 2021
1648,Recharge & bill payments,TOTAL,51702350,27511344958,2021,3,andhra-pradesh,Q3 2021
1649,Financial Services,TOTAL,211171,297239697.8,2021,3,andhra-pradesh,Q3 2021
1650,Others,TOTAL,547759,403948275.6,2021,3,andhra-pradesh,Q3 2021
1651,Peer-to-peer payments,TOTAL,262006450,9.71E+11,2021,4,andhra-pradesh,Q4 2021
1652,Merchant payments,TOTAL,207538904,1.53E+11,2021,4,andhra-pradesh,Q4 2021
1653,Recharge & bill payments,TOTAL,51762842,31232784714,2021,4,andhra-pradesh,Q4 2021
1654,Financial Services,TOTAL,243951,332740108.7,2021,4,andhra-pradesh,Q4 2021
1655,Others,TOTAL,701856,545223415.7,2021,4,andhra-pradesh,Q4 2021
1656,Peer-to-peer payments,TOTAL,288488560,1.09E+12,2022,1,andhra-pradesh,Q1 2022
1657,Merchant payments,TOTAL,242031836,1.69E+11,2022,1,andhra-pradesh,Q1 2022
1658,Recharge & bill payments,TOTAL,51224170,34473036842,2022,1,andhra-pradesh,Q1 2022
1659,Financial Services,TOTAL,231651,324358965.1,2022,1,andhra-pradesh,Q1 2022
1660,Others,TOTAL,627694,474382234.3,2022,1,andhra-pradesh,Q1 2022
1661,Peer-to-peer payments,TOTAL,321362337,1.23E+12,2022,2,andhra-pradesh,Q2 2022
1662,Merchant payments,TOTAL,292530048,2.05E+11,2022,2,andhra-pradesh,Q2 2022
1663,Recharge & bill payments,TOTAL,56606969,42408541939,2022,2,andhra-pradesh,Q2 2022
1664,Financial Services,TOTAL,192751,245783011,2022,2,andhra-pradesh,Q2 2022
1665,Others,TOTAL,441925,357036084.9,2022,2,andhra-pradesh,Q2 2022
1666,Peer-to-peer payments,TOTAL,298804000,1.14E+12,2022,3,andhra-pradesh,Q3 2022
1667,Merchant payments,TOTAL,291033653,2.03E+11,2022,3,andhra-pradesh,Q3 2022
1668,Recharge & bill payments,TOTAL,52467708,41438764826,2022,3,andhra-pradesh,Q3 2022
1669,Financial Services,TOTAL,187190,239347241.5,2022,3,andhra-pradesh,Q3 2022
1670,Others,TOTAL,362484,323951101.6,2022,3,andhra-pradesh,Q3 2022
1671,Merchant payments,TOTAL,321632104,2.12E+11,2022,4,andhra-pradesh,Q4 2022
1672,Peer-to-peer payments,TOTAL,315734006,1.17E+12,2022,4,andhra-pradesh,Q4 2022
1673,Recharge & bill payments,TOTAL,52098850,41986837706,2022,4,andhra-pradesh,Q4 2022
1674,Financial Services,TOTAL,206459,250596592.1,2022,4,andhra-pradesh,Q4 2022
1675,Others,TOTAL,345658,339211363,2022,4,andhra-pradesh,Q4 2022
1676,Peer-to-peer payments,TOTAL,689400,2123866602,2019,1,chandigarh,Q1 2019
1677,Recharge & bill payments,TOTAL,390610,161414934.1,2019,1,chandigarh,Q1 2019
1678,Merchant payments,TOTAL,169984,97230471.44,2019,1,chandigarh,Q1 2019
1679,Financial Services,TOTAL,7412,917030.9067,2019,1,chandigarh,Q1 2019
1680,Others,TOTAL,17070,12603012.34,2019,1,chandigarh,Q1 2019
1681,Peer-to-peer payments,TOTAL,604849,2339922408,2019,2,chandigarh,Q2 2019
1682,Recharge & bill payments,TOTAL,342294,185659011.5,2019,2,chandigarh,Q2 2019
1683,Merchant payments,TOTAL,277811,152766864.7,2019,2,chandigarh,Q2 2019
1684,Financial Services,TOTAL,5590,839765.1614,2019,2,chandigarh,Q2 2019
1685,Others,TOTAL,21926,13928050.05,2019,2,chandigarh,Q2 2019
1686,Peer-to-peer payments,TOTAL,722233,2815184153,2019,3,chandigarh,Q3 2019
1687,Merchant payments,TOTAL,447069,226535908.8,2019,3,chandigarh,Q3 2019
1688,Recharge & bill payments,TOTAL,308219,213884900.5,2019,3,chandigarh,Q3 2019
1689,Financial Services,TOTAL,2447,794918.675,2019,3,chandigarh,Q3 2019
1690,Others,TOTAL,26575,13282206.87,2019,3,chandigarh,Q3 2019
1691,Peer-to-peer payments,TOTAL,927850,3586763929,2019,4,chandigarh,Q4 2019
1692,Merchant payments,TOTAL,561630,318692521.8,2019,4,chandigarh,Q4 2019
1693,Recharge & bill payments,TOTAL,338203,237695595,2019,4,chandigarh,Q4 2019
1694,Financial Services,TOTAL,1911,654298.6785,2019,4,chandigarh,Q4 2019
1695,Others,TOTAL,21321,8707473.863,2019,4,chandigarh,Q4 2019
1696,Peer-to-peer payments,TOTAL,1087401,4421372542,2020,1,chandigarh,Q1 2020
1697,Merchant payments,TOTAL,764832,438193845.5,2020,1,chandigarh,Q1 2020
1698,Recharge & bill payments,TOTAL,389851,257250007.2,2020,1,chandigarh,Q1 2020
1699,Financial Services,TOTAL,1574,1406138.188,2020,1,chandigarh,Q1 2020
1700,Others,TOTAL,18853,8230536.663,2020,1,chandigarh,Q1 2020
1701,Peer-to-peer payments,TOTAL,766698,3293060120,2020,2,chandigarh,Q2 2020
1702,Merchant payments,TOTAL,390906,331423259,2020,2,chandigarh,Q2 2020
1703,Recharge & bill payments,TOTAL,361577,214425229.3,2020,2,chandigarh,Q2 2020
1704,Financial Services,TOTAL,1797,3982005.118,2020,2,chandigarh,Q2 2020
1705,Others,TOTAL,7032,4125116.689,2020,2,chandigarh,Q2 2020
1706,Peer-to-peer payments,TOTAL,981986,4178346395,2020,3,chandigarh,Q3 2020
1707,Merchant payments,TOTAL,796634,604271248.9,2020,3,chandigarh,Q3 2020
1708,Recharge & bill payments,TOTAL,366353,296964795,2020,3,chandigarh,Q3 2020
1709,Financial Services,TOTAL,2643,5254415.457,2020,3,chandigarh,Q3 2020
1710,Others,TOTAL,10470,4972498.603,2020,3,chandigarh,Q3 2020
1711,Merchant payments,TOTAL,1322026,939307675.9,2020,4,chandigarh,Q4 2020
1712,Peer-to-peer payments,TOTAL,1159377,4872318731,2020,4,chandigarh,Q4 2020
1713,Recharge & bill payments,TOTAL,409997,320731281.9,2020,4,chandigarh,Q4 2020
1714,Financial Services,TOTAL,3346,4400109.749,2020,4,chandigarh,Q4 2020
1715,Others,TOTAL,17970,10005102.46,2020,4,chandigarh,Q4 2020
1716,Merchant payments,TOTAL,1799072,1210594490,2021,1,chandigarh,Q1 2021
1717,Peer-to-peer payments,TOTAL,1472084,5916467167,2021,1,chandigarh,Q1 2021
1718,Recharge & bill payments,TOTAL,678396,451109555.3,2021,1,chandigarh,Q1 2021
1719,Financial Services,TOTAL,5111,7700394.762,2021,1,chandigarh,Q1 2021
1720,Others,TOTAL,15574,10549252.04,2021,1,chandigarh,Q1 2021
1721,Merchant payments,TOTAL,1926913,1390989391,2021,2,chandigarh,Q2 2021
1722,Peer-to-peer payments,TOTAL,1663559,6541132353,2021,2,chandigarh,Q2 2021
1723,Recharge & bill payments,TOTAL,806710,467698864.7,2021,2,chandigarh,Q2 2021
1724,Financial Services,TOTAL,5502,7394941.033,2021,2,chandigarh,Q2 2021
1725,Others,TOTAL,14863,10458390.53,2021,2,chandigarh,Q2 2021
1726,Merchant payments,TOTAL,3179506,2245390329,2021,3,chandigarh,Q3 2021
1727,Peer-to-peer payments,TOTAL,2434417,8927868098,2021,3,chandigarh,Q3 2021
1728,Recharge & bill payments,TOTAL,1008585,620437997.4,2021,3,chandigarh,Q3 2021
1729,Financial Services,TOTAL,5700,7960844.904,2021,3,chandigarh,Q3 2021
1730,Others,TOTAL,21170,14225734.85,2021,3,chandigarh,Q3 2021
1731,Merchant payments,TOTAL,4056249,3041038520,2021,4,chandigarh,Q4 2021
1732,Peer-to-peer payments,TOTAL,2797561,10610461952,2021,4,chandigarh,Q4 2021
1733,Recharge & bill payments,TOTAL,1013153,693790747.2,2021,4,chandigarh,Q4 2021
1734,Financial Services,TOTAL,7038,10459431.86,2021,4,chandigarh,Q4 2021
1735,Others,TOTAL,24902,17832859.58,2021,4,chandigarh,Q4 2021
1736,Merchant payments,TOTAL,4511757,3264574793,2022,1,chandigarh,Q1 2022
1737,Peer-to-peer payments,TOTAL,3012464,11150701029,2022,1,chandigarh,Q1 2022
1738,Recharge & bill payments,TOTAL,1046187,731347957.2,2022,1,chandigarh,Q1 2022
1739,Financial Services,TOTAL,7228,13538635.56,2022,1,chandigarh,Q1 2022
1740,Others,TOTAL,22855,14829135,2022,1,chandigarh,Q1 2022
1741,Merchant payments,TOTAL,6136803,3919372476,2022,2,chandigarh,Q2 2022
1742,Peer-to-peer payments,TOTAL,3489382,12549248085,2022,2,chandigarh,Q2 2022
1743,Recharge & bill payments,TOTAL,1119367,792957088.6,2022,2,chandigarh,Q2 2022
1744,Financial Services,TOTAL,6673,8943857.181,2022,2,chandigarh,Q2 2022
1745,Others,TOTAL,20264,12978651.92,2022,2,chandigarh,Q2 2022
1746,Merchant payments,TOTAL,7665907,4713972533,2022,3,chandigarh,Q3 2022
1747,Peer-to-peer payments,TOTAL,4423590,14788179156,2022,3,chandigarh,Q3 2022
1748,Recharge & bill payments,TOTAL,1360342,1033530640,2022,3,chandigarh,Q3 2022
1749,Financial Services,TOTAL,8868,9918740.021,2022,3,chandigarh,Q3 2022
1750,Others,TOTAL,19466,14156668.14,2022,3,chandigarh,Q3 2022
1751,Merchant payments,TOTAL,10170372,6570336080,2022,4,chandigarh,Q4 2022
1752,Peer-to-peer payments,TOTAL,5951989,20013621496,2022,4,chandigarh,Q4 2022
1753,Recharge & bill payments,TOTAL,1749647,1267654269,2022,4,chandigarh,Q4 2022
1754,Financial Services,TOTAL,10778,12000766.36,2022,4,chandigarh,Q4 2022
1755,Others,TOTAL,22054,16141955.57,2022,4,chandigarh,Q4 2022
1756,Peer-to-peer payments,TOTAL,3601116,9314451112,2019,1,kerala,Q1 2019
1757,Recharge & bill payments,TOTAL,2180915,498453895.9,2019,1,kerala,Q1 2019
1758,Merchant payments,TOTAL,550707,371997848.2,2019,1,kerala,Q1 2019
1759,Financial Services,TOTAL,77652,7808573.898,2019,1,kerala,Q1 2019
1760,Others,TOTAL,58649,42319704.72,2019,1,kerala,Q1 2019
1761,Peer-to-peer payments,TOTAL,3519528,11630623424,2019,2,kerala,Q2 2019
1762,Recharge & bill payments,TOTAL,2711299,768892057.8,2019,2,kerala,Q2 2019
1763,Merchant payments,TOTAL,937130,569545843,2019,2,kerala,Q2 2019
1764,Financial Services,TOTAL,38869,5823291.623,2019,2,kerala,Q2 2019
1765,Others,TOTAL,77000,56486944.63,2019,2,kerala,Q2 2019
1766,Peer-to-peer payments,TOTAL,4181954,14433990011,2019,3,kerala,Q3 2019
1767,Recharge & bill payments,TOTAL,3431236,1051007778,2019,3,kerala,Q3 2019
1768,Merchant payments,TOTAL,1497029,879510566.1,2019,3,kerala,Q3 2019
1769,Financial Services,TOTAL,96130,8910528.723,2019,3,kerala,Q3 2019
1770,Others,TOTAL,79747,56390837.6,2019,3,kerala,Q3 2019
1771,Peer-to-peer payments,TOTAL,5859068,18537483865,2019,4,kerala,Q4 2019
1772,Recharge & bill payments,TOTAL,4097032,1287955352,2019,4,kerala,Q4 2019
1773,Merchant payments,TOTAL,2418428,1268704040,2019,4,kerala,Q4 2019
1774,Financial Services,TOTAL,50728,10816332.76,2019,4,kerala,Q4 2019
1775,Others,TOTAL,73381,46367047.83,2019,4,kerala,Q4 2019
1776,Peer-to-peer payments,TOTAL,6634439,22862907702,2020,1,kerala,Q1 2020
1777,Recharge & bill payments,TOTAL,5507580,1716538277,2020,1,kerala,Q1 2020
1778,Merchant payments,TOTAL,3485036,1810329140,2020,1,kerala,Q1 2020
1779,Financial Services,TOTAL,38050,17160614.59,2020,1,kerala,Q1 2020
1780,Others,TOTAL,68417,44149097.18,2020,1,kerala,Q1 2020
1781,Recharge & bill payments,TOTAL,7709714,2452435029,2020,2,kerala,Q2 2020
1782,Peer-to-peer payments,TOTAL,5603046,21309983655,2020,2,kerala,Q2 2020
1783,Merchant payments,TOTAL,2888260,2075701451,2020,2,kerala,Q2 2020
1784,Financial Services,TOTAL,40501,32921115.85,2020,2,kerala,Q2 2020
1785,Others,TOTAL,46446,23037227.73,2020,2,kerala,Q2 2020
1786,Peer-to-peer payments,TOTAL,8590587,33346812214,2020,3,kerala,Q3 2020
1787,Recharge & bill payments,TOTAL,7932950,2688361345,2020,3,kerala,Q3 2020
1788,Merchant payments,TOTAL,5065205,4016995194,2020,3,kerala,Q3 2020
1789,Financial Services,TOTAL,94130,76828720.82,2020,3,kerala,Q3 2020
1790,Others,TOTAL,75808,35153178.52,2020,3,kerala,Q3 2020
1791,Peer-to-peer payments,TOTAL,12941135,45686395928,2020,4,kerala,Q4 2020
1792,Merchant payments,TOTAL,10990709,7695667407,2020,4,kerala,Q4 2020
1793,Recharge & bill payments,TOTAL,9167428,3238199948,2020,4,kerala,Q4 2020
1794,Financial Services,TOTAL,73833,69202344.44,2020,4,kerala,Q4 2020
1795,Others,TOTAL,115082,65791020.58,2020,4,kerala,Q4 2020
1796,Peer-to-peer payments,TOTAL,16209203,55336812493,2021,1,kerala,Q1 2021
1797,Merchant payments,TOTAL,16105923,10058436408,2021,1,kerala,Q1 2021
1798,Recharge & bill payments,TOTAL,9837385,3732534739,2021,1,kerala,Q1 2021
1799,Financial Services,TOTAL,68012,69655547.76,2021,1,kerala,Q1 2021
1800,Others,TOTAL,95819,63530974.16,2021,1,kerala,Q1 2021
1801,Peer-to-peer payments,TOTAL,17026648,58152644526,2021,2,kerala,Q2 2021
1802,Merchant payments,TOTAL,16135060,11263178336,2021,2,kerala,Q2 2021
1803,Recharge & bill payments,TOTAL,13809151,4645548910,2021,2,kerala,Q2 2021
1804,Financial Services,TOTAL,88830,88370679.95,2021,2,kerala,Q2 2021
1805,Others,TOTAL,131344,77063984.38,2021,2,kerala,Q2 2021
